Portfolio Name,Company Name,Asset Name,Sub-industry,Asset Type,Latitude,Longitude,Address,Asset ID,Country,Country Code,Realm,Biome,Ecosystem Functional Group,River Basin,Priority,Sensitive Locations,Biodiversity Importance (Aggregated),High Ecosystem Integrity (Aggregated),Decline in Ecosystem Integrity (Aggregated),Physical Water Risk (Aggregated),Ecosystem Services Provision (Aggregated)
SFI,Confidential,Confidential249,Diversified Metals & Mining,Mining,23.72384,108.870848,,19733,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Jian Nan subtropical evergreen forests,Zhu Jiang,0,0.5071,0.4494,0.6346,0.3406,0.5071,0.4275
SFI,Confidential,Confidential250,Diversified Metals & Mining,Mining,23.846513,108.155668,,19734,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Jian Nan subtropical evergreen forests,Zhu Jiang,1,0.6114,0.3348,0.7661,0.5579,0.5358,0.6114
SFI,Confidential,Confidential251,Diversified Metals & Mining,Mining,24.077698,114.943212,,19735,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Jian Nan subtropical evergreen forests,Zhu Jiang,0,0.53,0.2556,0.6986,0.5245,0.53,0.5292
SFI,Confidential,Confidential252,Diversified Metals & Mining,Mining,24.155044,102.926781,,19736,China,CHN,Palearctic,Tropical & Subtropical Moist Broadleaf Forests,Yunnan Plateau subtropical evergreen forests,Zhu Jiang,0,0.5,0.3694,0.7472,0.4798,0.5,0.4746
SFI,Confidential,Confidential253,Diversified Metals & Mining,Mining,24.385644,102.477604,,19737,China,CHN,Palearctic,Tropical & Subtropical Moist Broadleaf Forests,Yunnan Plateau subtropical evergreen forests,Zhu Jiang,0,0.5534,0.4646,0.7687,0.4842,0.5,0.5534
SFI,Confidential,Confidential254,Diversified Metals & Mining,Mining,24.424933,109.679894,,19738,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Jian Nan subtropical evergreen forests,Zhu Jiang,0,0.5125,0.2856,0.6456,0.4713,0.5125,0.4618
SFI,Confidential,Confidential255,Diversified Metals & Mining,Mining,24.430445,116.299005,,19739,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Jian Nan subtropical evergreen forests,South China Sea,0,0.5433,0.0705,0.7066,0.5433,0.5285,0.5261
SFI,Confidential,Confidential256,Diversified Metals & Mining,Mining,24.509663,113.674929,,19740,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Jian Nan subtropical evergreen forests,Zhu Jiang,1,0.6461,0.4174,0.6657,0.5261,0.5317,0.6461
SFI,Confidential,Confidential257,Diversified Metals & Mining,Mining,24.699719,102.182266,,19741,China,CHN,Palearctic,Tropical & Subtropical Moist Broadleaf Forests,Yunnan Plateau subtropical evergreen forests,Red (Pacific Ocean),0,0.5811,0.5013,0.7977,0.4931,0.5,0.5811
SFI,Confidential,Confidential258,Diversified Metals & Mining,Mining,24.878887,117.056094,,19742,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Jian Nan subtropical evergreen forests,South China Sea,1,0.7555,0.2804,0.7555,0.5331,0.5285,0.7962
SFI,Confidential,Confidential259,Diversified Metals & Mining,Mining,24.917491,99.097065,,19743,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Northern Indochina subtropical forests,Salween,0,0.5925,0.343,0.7878,0,0.4593,0.5925
SFI,Confidential,Confidential260,Diversified Metals & Mining,Mining,24.926504,117.111914,,19744,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Jian Nan subtropical evergreen forests,South China Sea,1,0.7534,0.2985,0.7534,0.5254,0.6126,0.7928
SFI,Confidential,Confidential261,Diversified Metals & Mining,Mining,24.950321,117.109496,,19745,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Jian Nan subtropical evergreen forests,South China Sea,1,0.7537,0.3221,0.7537,0.5229,0.6126,0.7884
SFI,Confidential,Confidential262,Diversified Metals & Mining,Mining,25.002982,105.777197,,19746,China,CHN,Palearctic,Tropical & Subtropical Moist Broadleaf Forests,Yunnan Plateau subtropical evergreen forests,Zhu Jiang,0,0.5442,0.3067,0.8057,0.5184,0.5,0.5442
SFI,Confidential,Confidential263,Diversified Metals & Mining,Mining,25.017414,103.21664,,19747,China,CHN,Palearctic,Tropical & Subtropical Moist Broadleaf Forests,Yunnan Plateau subtropical evergreen forests,Zhu Jiang,1,0.6673,0.4138,0.6673,0.4444,0.75,0.4436
SFI,Confidential,Confidential264,Diversified Metals & Mining,Mining,25.060344,109.214022,,19748,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Jian Nan subtropical evergreen forests,Zhu Jiang,0,0.5827,0.3653,0.7207,0.5412,0.5099,0.5827
SFI,Confidential,Confidential265,Diversified Metals & Mining,Mining,25.142804,105.108954,,19749,China,CHN,Palearctic,Tropical & Subtropical Moist Broadleaf Forests,Yunnan Plateau subtropical evergreen forests,Zhu Jiang,1,0.7475,0.3845,0.7475,0.5158,0.75,0.5257
SFI,Confidential,Confidential266,Diversified Metals & Mining,Mining,25.162076,105.057039,,19750,China,CHN,Palearctic,Tropical & Subtropical Moist Broadleaf Forests,Yunnan Plateau subtropical evergreen forests,Zhu Jiang,1,0.738,0.3788,0.738,0.5133,0.75,0.5173
SFI,Confidential,Confidential267,Diversified Metals & Mining,Mining,25.200369,106.105213,,19751,China,CHN,Palearctic,Tropical & Subtropical Moist Broadleaf Forests,Guizhou Plateau broadleaf and mixed forests,Zhu Jiang,0,0.531,0.2048,0.8598,0.531,0.5,0.5212
SFI,Confidential,Confidential268,Diversified Metals & Mining,Mining,25.226861,118.020371,,19752,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Jian Nan subtropical evergreen forests,South China Sea,1,0.75,0.497,0.7733,0.5135,0.75,0.5632
SFI,Confidential,Confidential269,Diversified Metals & Mining,Mining,25.302965,104.875293,,19753,China,CHN,Palearctic,Tropical & Subtropical Moist Broadleaf Forests,Yunnan Plateau subtropical evergreen forests,Zhu Jiang,1,0.75,0.1795,0.7932,0.5185,0.75,0.4884
SFI,Confidential,Confidential270,Diversified Metals & Mining,Mining,25.311374,114.350141,,19754,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Jian Nan subtropical evergreen forests,Zhu Jiang,0,0.5424,0.2354,0.7577,0.5311,0.5424,0.5379
SFI,Confidential,Confidential271,Diversified Metals & Mining,Mining,25.381486,98.465758,,19755,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Northern Indochina subtropical forests,Irrawaddy,1,0.8695,0.7928,0.914,0.5123,0.75,0.8695
SFI,Confidential,Confidential272,Diversified Metals & Mining,Mining,25.432067,118.019352,,19756,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Jian Nan subtropical evergreen forests,South China Sea,1,0.7671,0.7805,0.7671,0.5261,0.75,0.6108
SFI,Confidential,Confidential273,Diversified Metals & Mining,Mining,25.444317,100.548524,,19757,China,CHN,Palearctic,Tropical & Subtropical Moist Broadleaf Forests,Yunnan Plateau subtropical evergreen forests,Red (Pacific Ocean),1,0.624,0.5219,0.8173,0.4846,0.5,0.624
SFI,Confidential,Confidential274,Diversified Metals & Mining,Mining,25.46611,113.023913,,19758,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Jian Nan subtropical evergreen forests,Zhu Jiang,0,0.5704,0.4694,0.6912,0.5059,0.5527,0.5704
SFI,Confidential,Confidential275,Diversified Metals & Mining,Mining,25.546491,118.02915,,19759,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Jian Nan subtropical evergreen forests,South China Sea,1,0.75,0.7352,0.7746,0.5285,0.75,0.6292
SFI,Confidential,Confidential276,Diversified Metals & Mining,Mining,25.627998,113.024874,,19760,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Jian Nan subtropical evergreen forests,Xiang Jiang,0,0.5663,0.3162,0.6951,0.5125,0.5663,0.5407
SFI,Confidential,Confidential277,Diversified Metals & Mining,Mining,25.651914,117.314685,,19761,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Jian Nan subtropical evergreen forests,South China Sea,1,0.6126,0.4265,0.7714,0.5256,0.6126,0.5649
SFI,Confidential,Confidential278,Diversified Metals & Mining,Mining,25.830373,104.620024,,19762,China,CHN,Palearctic,Tropical & Subtropical Moist Broadleaf Forests,Yunnan Plateau subtropical evergreen forests,Zhu Jiang,0,0.572,0.1744,0.7585,0.5247,0.5,0.572
SFI,Confidential,Confidential279,Diversified Metals & Mining,Mining,25.990375,117.743892,,19763,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Jian Nan subtropical evergreen forests,Yellow Sea & East China Sea,0,0.5845,0.3161,0.7443,0.5138,0.4916,0.5845
SFI,Confidential,Confidential280,Diversified Metals & Mining,Mining,25.991361,104.648067,,19764,China,CHN,Palearctic,Tropical & Subtropical Moist Broadleaf Forests,Yunnan Plateau subtropical evergreen forests,Zhu Jiang,1,0.6187,0.1659,0.8362,0.5286,0.5,0.6187
SFI,Confidential,Confidential281,Diversified Metals & Mining,Mining,26.00537,117.320787,,19765,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Jian Nan subtropical evergreen forests,Yellow Sea & East China Sea,0,0.5395,0.2159,0.7648,0.5195,0.5,0.5395
SFI,Confidential,Confidential282,Diversified Metals & Mining,Mining,26.028649,117.318239,,19766,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Jian Nan subtropical evergreen forests,Yellow Sea & East China Sea,0,0.5448,0.2269,0.7668,0.5195,0.5,0.5448
SFI,Confidential,Confidential283,Diversified Metals & Mining,Mining,26.225896,105.684155,,19767,China,CHN,Palearctic,Tropical & Subtropical Moist Broadleaf Forests,Guizhou Plateau broadleaf and mixed forests,Yangtze,0,0.5964,0.3629,0.7261,0.5964,0.5272,0.4096
SFI,Confidential,Confidential284,Diversified Metals & Mining,Mining,26.38564,109.220162,,19768,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Jian Nan subtropical evergreen forests,Xiang Jiang,0,0.5709,0.2633,0.7852,0.5405,0.5592,0.5709
SFI,Confidential,Confidential285,Diversified Metals & Mining,Mining,26.517426,105.046972,,19769,China,CHN,Palearctic,Tropical & Subtropical Moist Broadleaf Forests,Guizhou Plateau broadleaf and mixed forests,Yangtze,1,0.6777,0.2816,0.7722,0.5238,0.5272,0.6777
SFI,Confidential,Confidential286,Diversified Metals & Mining,Mining,26.559367,106.511396,,19770,China,CHN,Palearctic,Tropical & Subtropical Moist Broadleaf Forests,Guizhou Plateau broadleaf and mixed forests,Yangtze,1,0.6618,0.4137,0.6618,0.4583,0.75,0.3941
SFI,Confidential,Confidential287,Diversified Metals & Mining,Mining,26.631106,107.996652,,19771,China,CHN,Palearctic,Tropical & Subtropical Moist Broadleaf Forests,Guizhou Plateau broadleaf and mixed forests,Xiang Jiang,0,0.5598,0.4981,0.7481,0.5208,0.5592,0.5598
SFI,Confidential,Confidential288,Diversified Metals & Mining,Mining,26.631495,101.476553,,19772,China,CHN,Palearctic,Tropical & Subtropical Moist Broadleaf Forests,Yunnan Plateau subtropical evergreen forests,Yangtze,1,0.6204,0.1906,0.8356,0.4919,0.5654,0.6204
SFI,Confidential,Confidential289,Diversified Metals & Mining,Mining,26.667098,104.746455,,19773,China,CHN,Palearctic,Tropical & Subtropical Moist Broadleaf Forests,Guizhou Plateau broadleaf and mixed forests,Yangtze,1,0.7422,0.2985,0.7725,0.5298,0.5272,0.7422
SFI,Confidential,Confidential290,Diversified Metals & Mining,Mining,26.702555,105.826109,,19774,China,CHN,Palearctic,Tropical & Subtropical Moist Broadleaf Forests,Guizhou Plateau broadleaf and mixed forests,Yangtze,1,0.7155,0.8452,0.7155,0.4221,0.5364,0.4541
SFI,Vicat Sa,Vicat Sa,Diversified Metals & Mining,Mining,45.3717,5.749672,,19344,France,FRA,Palearctic,Temperate Broadleaf & Mixed Forests,Western European broadleaf forests,Rhone,0,0.5831,0.561,0.6863,0.3994,0.4655,0.5831
SFI,Confidential,Confidential291,Diversified Metals & Mining,Mining,26.779253,104.394159,,19775,China,CHN,Palearctic,Tropical & Subtropical Moist Broadleaf Forests,Yunnan Plateau subtropical evergreen forests,Zhu Jiang,1,0.6928,0.6472,0.6928,0.5204,0.5,0.7371
SFI,Confidential,Confidential292,Diversified Metals & Mining,Mining,26.815175,114.86703,,19776,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Changjiang Plain evergreen forests,Yangtze,0,0.5503,0.0629,0.7761,0.5308,0.5503,0.4622
SFI,Confidential,Confidential293,Diversified Metals & Mining,Mining,26.935144,106.674985,,19777,China,CHN,Palearctic,Tropical & Subtropical Moist Broadleaf Forests,Guizhou Plateau broadleaf and mixed forests,Yangtze,1,0.6852,0.445,0.6852,0.4921,0.75,0.3697
SFI,Confidential,Confidential294,Diversified Metals & Mining,Mining,26.975562,106.078118,,19778,China,CHN,Palearctic,Tropical & Subtropical Moist Broadleaf Forests,Guizhou Plateau broadleaf and mixed forests,Yangtze,1,0.7244,0.4745,0.7244,0.4936,0.75,0.4716
SFI,Confidential,Confidential295,Diversified Metals & Mining,Mining,26.995746,110.641316,,19779,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Jian Nan subtropical evergreen forests,Xiang Jiang,0,0.5566,0.3161,0.7192,0.4914,0.5566,0.4229
SFI,Confidential,Confidential296,Diversified Metals & Mining,Mining,27.079534,102.167161,,19780,China,CHN,Palearctic,Tropical & Subtropical Moist Broadleaf Forests,Yunnan Plateau subtropical evergreen forests,Yangtze,1,0.7597,0.4458,0.872,0.5224,0.75,0.7597
SFI,Confidential,Confidential297,Diversified Metals & Mining,Mining,27.089094,113.922103,,19781,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Jian Nan subtropical evergreen forests,Yangtze,0,0.5482,0.0883,0.7309,0.5458,0.5482,0.4913
SFI,Confidential,Confidential298,Diversified Metals & Mining,Mining,27.177759,105.564364,,19782,China,CHN,Palearctic,Tropical & Subtropical Moist Broadleaf Forests,Guizhou Plateau broadleaf and mixed forests,Yangtze,1,0.6383,0.302,0.7589,0.5127,0.5364,0.6383
SFI,Confidential,Confidential299,Diversified Metals & Mining,Mining,27.22467,103.610461,,19783,China,CHN,Palearctic,Tropical & Subtropical Moist Broadleaf Forests,Yunnan Plateau subtropical evergreen forests,Yangtze,0,0.5949,0.4637,0.7483,0.4893,0.5,0.5949
SFI,Confidential,Confidential300,Diversified Metals & Mining,Mining,27.247103,105.316797,,19784,China,CHN,Palearctic,Tropical & Subtropical Moist Broadleaf Forests,Guizhou Plateau broadleaf and mixed forests,Yangtze,1,0.6612,0.2648,0.7654,0.5159,0.5364,0.6612
SFI,Confidential,Confidential301,Diversified Metals & Mining,Mining,27.247494,113.41804,,19785,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Jian Nan subtropical evergreen forests,Xiang Jiang,0,0.5378,0.0549,0.6923,0.5119,0.5378,0.4546
SFI,Confidential,Confidential302,Diversified Metals & Mining,Mining,27.24804,105.387256,,19786,China,CHN,Palearctic,Tropical & Subtropical Moist Broadleaf Forests,Guizhou Plateau broadleaf and mixed forests,Yangtze,1,0.646,0.2734,0.7673,0.5127,0.5364,0.646
SFI,Confidential,Confidential303,Diversified Metals & Mining,Mining,27.291538,106.789211,,19787,China,CHN,Palearctic,Tropical & Subtropical Moist Broadleaf Forests,Guizhou Plateau broadleaf and mixed forests,Yangtze,1,0.6792,0.2918,0.6792,0.4912,0.75,0.3347
SFI,Confidential,Confidential304,Diversified Metals & Mining,Mining,27.441709,103.766598,,19788,China,CHN,Palearctic,Tropical & Subtropical Moist Broadleaf Forests,Yunnan Plateau subtropical evergreen forests,Yangtze,0,0.5874,0.5775,0.7515,0.503,0.5,0.5874
SFI,Confidential,Confidential305,Diversified Metals & Mining,Mining,27.442586,106.799627,,19789,China,CHN,Palearctic,Tropical & Subtropical Moist Broadleaf Forests,Guizhou Plateau broadleaf and mixed forests,Yangtze,1,0.6693,0.2766,0.6693,0.4838,0.75,0.3376
SFI,Confidential,Confidential306,Diversified Metals & Mining,Mining,27.508686,104.843295,,19790,China,CHN,Palearctic,Tropical & Subtropical Moist Broadleaf Forests,Guizhou Plateau broadleaf and mixed forests,Yangtze,1,0.7632,0.2344,0.777,0.5261,0.519,0.7632
SFI,Confidential,Confidential307,Diversified Metals & Mining,Mining,27.615635,107.019657,,19791,China,CHN,Palearctic,Tropical & Subtropical Moist Broadleaf Forests,Guizhou Plateau broadleaf and mixed forests,Yangtze,1,0.67,0.3023,0.67,0.4998,0.75,0.4283
SFI,Confidential,Confidential308,Diversified Metals & Mining,Mining,27.718079,109.136095,,19792,China,CHN,Palearctic,Tropical & Subtropical Moist Broadleaf Forests,Guizhou Plateau broadleaf and mixed forests,Xiang Jiang,1,0.693,0.5576,0.7612,0.4977,0.693,0.5737
SFI,Confidential,Confidential309,Diversified Metals & Mining,Mining,27.788235,102.216776,,19793,China,CHN,Palearctic,Temperate Conifer Forests,Hengduan Mountains subalpine conifer forests,Yangtze,1,0.761,0.4213,0.8473,0.5104,0.75,0.761
SFI,Confidential,Confidential310,Diversified Metals & Mining,Mining,27.867533,110.370349,,19794,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Jian Nan subtropical evergreen forests,Xiang Jiang,0,0.539,0.0848,0.7464,0.4906,0.539,0.4262
SFI,Confidential,Confidential311,Diversified Metals & Mining,Mining,27.905414,99.739808,,19795,China,CHN,Palearctic,Temperate Conifer Forests,Hengduan Mountains subalpine conifer forests,Yangtze,1,0.8725,0.8393,0.9284,0.5233,0.5071,0.8725
SFI,Confidential,Confidential312,Diversified Metals & Mining,Mining,27.906562,107.036681,,19796,China,CHN,Palearctic,Tropical & Subtropical Moist Broadleaf Forests,Guizhou Plateau broadleaf and mixed forests,Yangtze,1,0.7111,0.157,0.7111,0.5069,0.75,0.5015
SFI,Confidential,Confidential313,Diversified Metals & Mining,Mining,27.916612,103.904809,,19797,China,CHN,Palearctic,Tropical & Subtropical Moist Broadleaf Forests,Yunnan Plateau subtropical evergreen forests,Yangtze,1,0.8214,0.8374,0.8214,0.525,0.5,0.5867
SFI,Confidential,Confidential314,Diversified Metals & Mining,Mining,28.034496,105.839187,,19798,China,CHN,Palearctic,Tropical & Subtropical Moist Broadleaf Forests,Guizhou Plateau broadleaf and mixed forests,Yangtze,0,0.519,0.4577,0.7371,0.4671,0.519,0.3305
SFI,Confidential,Confidential315,Diversified Metals & Mining,Mining,28.063851,102.933292,,19799,China,CHN,Palearctic,Temperate Conifer Forests,Qionglai-Minshan conifer forests,Yangtze,1,0.7991,0.5353,0.838,0.517,0.4791,0.7991
SFI,Confidential,Confidential316,Diversified Metals & Mining,Mining,28.115663,106.908022,,19800,China,CHN,Palearctic,Tropical & Subtropical Moist Broadleaf Forests,Guizhou Plateau broadleaf and mixed forests,Yangtze,0,0.5392,0.3904,0.7634,0.5097,0.519,0.5392
SFI,Confidential,Confidential317,Diversified Metals & Mining,Mining,28.224683,109.649392,,19801,China,CHN,Palearctic,Tropical & Subtropical Moist Broadleaf Forests,Guizhou Plateau broadleaf and mixed forests,Xiang Jiang,0,0.5482,0.4135,0.7341,0.4872,0.5482,0.5026
SFI,Confidential,Confidential318,Diversified Metals & Mining,Mining,28.315968,102.19449,,19802,China,CHN,Palearctic,Temperate Conifer Forests,Hengduan Mountains subalpine conifer forests,Yangtze,1,0.8151,0.6164,0.8691,0.5077,0.75,0.8151
SFI,Confidential,Confidential319,Diversified Metals & Mining,Mining,28.31838,105.177705,,19803,China,CHN,Palearctic,Tropical & Subtropical Moist Broadleaf Forests,Guizhou Plateau broadleaf and mixed forests,Yangtze,0,0.5308,0.2686,0.6993,0.5308,0.5129,0.3641
SFI,Confidential,Confidential320,Diversified Metals & Mining,Mining,28.705068,118.58217,,19804,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Jian Nan subtropical evergreen forests,Yellow Sea & East China Sea,0,0.5626,0.4896,0.7041,0.5394,0.5626,0.5394
